id,name,cost,startingGold,startingPoints,transitionPoints,size,maxHP,protection,magicResistance,morale,strength,attack,defence,precision,encumbrance,actionPoints,naturalWeapons,paths,abilities,properties,slots,parts,transitions,categories
f256,celestial hound,"gold (147), diamonds (3)",0,0,3,3,25,"eye (7), head (7), body (7), leg (7)",14,15,17,14,11,5,1,20,"e322 (1), e29 (1)",,"shockResistance (15), patrolBonus (10)","animal,  magicBeing, sacred, "flying","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",f60,"Animal, Magic Being"
f257,leogryph,gold (84),0,0,2,3,23,"eye (5), head (5), body (5), wing (5)",12,14,16,14,11,8,3,22,"e322 (1), e29 (1)",,,"animal,  undisciplined","body (1), misc (2)","eye (2), head (1), body (1), leg (4), wing (2)",f258,Animal
f258,gryphon,gold (104),0,0,2,5,44,"eye (7), head (7), body (7), wing (7)",13,15,16,13,8,8,4,15,"e322 (1), e408 (1)",,,"animal,  flying, wastelandSurvival, mountainSurvival, undisciplined","body (1), misc (2)","eye (2), head (1), body (1), leg (4), wing (2)",f259,Animal
f259,manticore,"gold (264), emeralds (3)",0,0,5,5,62,"eye (11), head (11), body (11), leg (11), wing (11)",14,14,20,13,11,12,2,18,"e144 (1), e29 (1)",,"poisonResistance (15), fear (5)","flying, wastelandSurvival, mountainSurvival, undisciplined","body (1), misc (2)","eye (2), head (1), body (1), leg (4), wing (2)","f260, f261, f262, f263, f264, f265",Animal
f260,urmahlullu,gold (456),0,0,9,6,140,"eye (12), head (12), body (12), leg (12), wing (12)",18,18,25,13,12,12,2,20,e29 (2),"air (1), astral (1)",fear (5),flying,"body (1), misc (2)","eye (2), head (1), body (1), leg (4), wing (2)",,Animal
f261,man-eater,"gold (563), emeralds (3)",0,0,11,6,155,"eye (14), head (14), body (14), leg (14), wing (14)",18,18,27,14,12,12,2,18,"e144 (1), e29 (2)","earth (1), blood (1)","killsPopulation (100), poisonResistance (15), fear (5)",flying,"body (1), misc (2)","eye (2), head (1), body (1), leg (4), wing (2)",,Animal
f262,criosphinx,gold (454),0,0,9,6,138,"eye (12), head (12), body (12), leg (12), wing (12)",18,18,26,13,12,12,2,22,"e404 (1), e29 (2)","air (1), nature (1)",,flying,"body (1), misc (2)","eye (2), head (1), body (1), leg (4), wing (2)",,Animal
f263,hieracosphinx,"gold (470), diamonds (1), rubies (1)",0,0,9,6,129,"eye (12), head (12), body (12), leg (12), wing (12)",18,18,25,15,12,12,2,22,"e404 (1), e29 (2)","fire (1), air (1)","fireResistance (5), shockResistance (5), fear (5)",flying,"body (1), misc (2)","eye (2), head (1), body (1), leg (4), wing (2)",,Animal
f264,sphinx,gold (418),0,0,8,6,121,"eye (12), head (12), body (12), leg (12), wing (12)",18,18,24,13,13,12,2,22,e29 (2),"astral (1), death (1)",fear (5),"female, "flying","body (1), misc (2)","eye (2), head (1), body (1), leg (4), wing (2)",,Animal
f265,celestial gryphon,"gold (488), diamonds (3)",0,0,10,6,135,"eye (12), head (12), body (12), leg (12), wing (12)",18,18,25,15,12,12,2,22,"e404 (1), e29 (2)",air (2),"fear (5), shockResistance (15)",flying,"body (1), misc (2)","eye (2), head (1), body (1), leg (4), wing (2)",,Animal
f266,condor,"gold (51), diamonds (3)",0,0,1,3,18,"eye (4), head (4), body (4), leg (4), wing (4)",8,13,12,11,13,14,2,6,"e408 (1), e404 (1)",,"shockResistance (15), patrolBonus (20), siegeBonus (5), stealthy (140)","animal, flying, mountainSurvival","body (1), misc (2)","eye (2), head (1), body (1), leg (2), wing (2)",f268,Animal
f267,spring hawk,"gold (220), diamonds (3), pearls (5)",0,0,4,2,7,"eye (0), head (0), body (0), leg (0), wing (0)",15,50,6,15,15,5,0,2,e185 (1),,"poisonResistance (15), shockResistance (15), springPower (25)","animal, ethereal, magicBeing, flying, stormFlying, mountainSurvival","body (1), misc (2)","eye (2), head (1), body (1), leg (2), wing (2)",f268,Animal
f268,great eagle,gold (175),0,0,3,6,52,"eye (7), head (7), body (7), leg (7), wing (7)",14,18,18,12,12,14,3,8,"e408 (1), e404 (1)",,"patrolBonus (10), siegeBonus (10)","animal, flying, mountainSurvival","body (1), misc (2)","eye (2), head (1), body (1), leg (2), wing (2)","f269, f270, f271, f272",Animal
f269,Demon macaw,"gold (306), diamonds (3), pearls (4), rubies (3)",0,0,6,5,68,"eye (10), head (10), body (10), leg (10), wing (10)",18,18,20,14,12,14,2,8,"e408 (1), e404 (1)","fire (1), astral (1)","awe (3), siegeBonus (10), patrolBonus (25), fireResistance (15), shockResistance (15)","flying, mountainSurvival","body (1), misc (2)","eye (2), head (1), body (1), leg (2), wing (2)",,Animal
f270,solar eagle,"gold (452), pearls (4), rubies (3), emeralds (2)",0,0,9,6,108,"eye (11), head (11), body (11), leg (11), wing (11)",18,18,23,15,12,15,2,8,"e408 (1), e404 (1)","fire (1), air (1)","awe (3), siegeBonus (25), patrolBonus (50), fireResistance (15)","flying, mountainSurvival, recuperation","body (1), misc (2)","eye (2), head (1), body (1), leg (2), wing (2)",,Animal
f271,heavenly condor,"gold (397), diamonds (3)",0,0,8,6,102,"eye (11), head (11), body (11), leg (11), wing (11)",18,18,23,15,12,15,2,8,"e408 (1), e404 (1)",air (2),"siegeBonus (25), patrolBonus (50), shockResistance (15)","flying, stormFlying, mountainSurvival, wastelandSurvival","body (1), misc (2)","eye (2), head (1), body (1), leg (2), wing (2)",,Animal
f272,raven of the underworld,gold (314),0,0,6,6,77,"eye (10), head (10), body (10), leg (10), wing (10)",18,18,23,13,14,15,2,8,"e408 (1), e404 (1)",death (2),"corpseEater (15), darkPower (4), fear (5), fortuneTeller (25), stealthy (20), patrolBonus (25)","flying, mountainSurvival","body (1), misc (2)","eye (2), head (1), body (1), leg (2), wing (2)",,Animal
f273,killer mantis,"gold (93), emeralds (3)",0,0,2,4,18,"eye (10), head (10), body (10), arm (10), leg (10)",5,50,14,13,9,4,2,16,e549 (2),,"poisonResistance (15), stealthy (40)","animal, needNotEat, magicBeing, mindless, wastelandSurvival, undisciplined","body (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (4)",f274,"Animal, Magic Being"
f274,fire ant,"gold (72), emeralds (3)",0,0,1,4,21,"eye (14), head (14), body (14), leg (14)",5,50,14,11,8,4,2,14,e355 (1),,"poisonResistance (15), stealthy (40)","animal, needNotEat, magicBeing, mindless, wastelandSurvival, undisciplined","body (1), misc (2)","eye (2), head (1), body (1), leg (6)","f77, f275, f276","Animal, Magic Being"
f275,scorpion beast,"gold (152), emeralds (3)",0,0,3,5,48,"eye (16), head (16), body (16), arm (16), leg (16)",5,15,16,12,7,3,2,8,"e29 (1), e423 (1)","fire (0.3), earth (0.2)","darkvision (100), poisonResistance (15)","animal, wastelandSurvival","body (1), misc (2)","eye (8), head (1), body (1), arm (2), leg (8)",,Animal
f276,myrmecoleon,gold (457),0,0,9,6,118,"eye (18), head (18), body (18), leg (18)",18,18,22,14,10,10,2,18,"e322 (1), e29 (2), e629 (1)","fire (1), earth (1)","berserk (5), fear (5), killsPopulation (100)","needNotEat, wastelandSurvival","body (1), misc (2)","eye (2), head (1), body (1), leg (6)",,Animal
f277,salamander,"gold (17), rubies (7)",0,0,0,3,18,"eye (10), head (10), body (10), leg (10)",13,9,9,10,9,10,20,12,"e48 (1), e322 (1)",fire (0.6),"firePower (1), heatAura (6), fireResistance (25)","animal, wastelandSurvival, undisciplined","body (1), misc (2)","eye (2), head (1), body (1), leg (4)","f218, f95","Animal, Cold-Blooded"
f278,hydra hatchling,"gold (105), topazes (4), emeralds (6)",0,0,2,3,25,"eye (4), head (4), body (4)",12,12,12,12,9,5,3,7,"e490 (2), e488 (1)",nature (0.3),"regeneration (2.5), bluntImmunity (50), fireResistance (-10), pierceImmunity (50), poisonResistance (25), poisonCloud (4)","Animal, Cold-Blooded, swampSurvival","body (1), misc (2)","eye (6), head (3), body (1)",f279,"Animal, Cold-Blooded"
f279,young hydra,"gold (217), topazes (4), emeralds (6)",0,0,5,4,41,"eye (8), head (8), body (8)",14,14,14,13,10,5,3,7,"e490 (3), e488 (1)",nature (0.4),"regeneration (4.1), bluntImmunity (50), fireResistance (-10), pierceImmunity (50), poisonResistance (25), poisonCloud (6)","Animal, Cold-Blooded, swampSurvival","body (1), misc (2)","eye (8), head (4), body (1)",f280,"Animal, Cold-Blooded"
f280,hydra,"gold (411), topazes (4), emeralds (8)",0,0,9,6,80,"eye (8), head (8), body (8)",14,14,16,14,12,5,3,7,"e490 (4), e488 (1)",nature (0.5),"fear (5), regeneration (8), bluntImmunity (50), fireResistance (-10), pierceImmunity (50), poisonResistance (25), poisonCloud (8)","Animal, Cold-Blooded, swampSurvival","body (1), misc (2)","eye (10), head (5), body (1)",f281,"Animal, Cold-Blooded"
f281,daughter of typhon,"gold (948), topazes (4), emeralds (13)",0,0,20,6,220,"eye (13), head (13), body (13)",18,18,19,15,12,5,3,10,"e490 (4), e488 (1)",nature (0.5),"fear (10), regeneration (22), bluntImmunity (50), fireResistance (-10), pierceImmunity (50), poisonResistance (25), poisonCloud (12)","Animal, Cold-Blooded, immortal, swampSurvival","body (1), misc (2)","eye (10), head (5), body (1)",,"Animal, Cold-Blooded"
f282,horned serpent,"gold (66), emeralds (3)",0,0,1,3,22,"eye (11), head (11), body (11)",13,13,12,14,8,10,3,8,e239 (1),,poisonResistance (15),"animal, coldBlooded, forestSurvival, swampSurvival, undisciplined","body (1), misc (2)","eye (2), head (1), body (1)",f285,"Animal, Cold-Blooded"
f283,basilisk,"gold (17), emeralds (3)",0,0,0,3,20,"eye (6), head (6), body (6)",17,14,12,12,8,10,3,8,e127 (1),,poisonResistance (15),"animal, coldBlooded, forestSurvival, swampSurvival, undisciplined","body (1), misc (2)","eye (2), head (1), body (1)",f285,"Animal, Cold-Blooded"
f284,serpent,gold (81),0,0,2,3,28,"eye (8), head (8), body (8), leg (8)",5,13,13,13,11,5,3,20,e495 (1),nature (0.2),,"animal, coldBlooded, swampSurvival, undisciplined","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",f285,"Animal, Cold-Blooded"
f285,jade serpent,"gold (219), emeralds (3)",0,0,4,6,62,"eye (11), head (11), body (11)",15,15,17,14,8,10,3,10,e65 (1),,"inspirational (1), poisonResistance (15)","animal, amphibian, sacred, coldBlooded, forestSurvival, swampSurvival, undisciplined","body (1), misc (2)","eye (2), head (1), body (1)","f286, f287, f288, f289","Animal, Cold-Blooded, Amphibian"
f286,wyrm,"gold (713), emeralds (9)",0,0,15,6,160,"eye (15), head (15), body (15)",18,18,25,15,10,10,2,10,e65 (2),"water (1), earth (1)","fear (5), regeneration (16), poisonResistance (15)","amphibian, coldBlooded, swampSurvival","body (1), misc (2)","eye (4), head (2), body (1)",,"Animal, Cold-Blooded, Amphibian"
f287,ormr,"gold (702), emeralds (9), sapphires (3)",0,0,15,6,155,"eye (15), head (15), body (15)",18,18,25,15,10,10,2,10,e65 (1),"water (1), earth (1)","fear (5), regeneration (16), poisonResistance (15), regeneration (15.5), coldResistance (15), poisonResistance (15)","amphibian, coldBlooded, swampSurvival","body (1), misc (2)","eye (2), head (1), body (1)",,"Animal, Cold-Blooded, Amphibian"
f288,ram-headed serpent,"gold (634), emeralds (11)",0,0,13,6,150,"eye (14), head (14), body (14)",18,18,24,13,10,10,2,10,e300 (1),nature (2),"animal awe (3), beastmaster (3), regeneration (15), poisonResistance (15)","forestSurvival, recuperation","body (1), misc (2)","eye (2), head (1), body (1)",,Animal
f289,chimera,gold (173),0,0,3,6,64,"eye (8), head (8), body (8), leg (8), wing (8)",13,15,18,11,7,12,2,15,"e322 (1), e29 (1), e239 (1)",air (0.5),,"animal, flying, wastelandSurvival, mountainSurvival","body (1), misc (2)","eye (2), head (3), body (1), leg (4), wing (2)",f290,Animal
f290,linnormr,"gold (756), emeralds (11), sapphires (3)",0,0,16,6,165,"eye (18), head (18), body (18), arm (18)",18,18,25,15,10,10,2,10,"e65 (1), e29 (1)","water (1), death (1)","fear (10), regeneration (15.5), coldResistance (15), poisonResistance (25), poisonCloud (10)","Spreads death, swampSurvival","body (1), misc (2)","eye (2), head (1), arm (2), body (1)",,"Animal, Cold-Blooded, Amphibian"
f291,azi,"gold (478), rubies (3)",0,0,10,6,125,"eye (18), head (18), body (18), wing (18), leg (18)",18,18,25,15,12,12,2,10,"e322 (3), e29 (1)","fire (1), death (1)","chaosPower (2), darkvision (50), fear (10), fireResistance (15)","flying, mountainSurvival, wastelandSurvival","body (1), misc (2)","eye (6), head (3), body (1), wing (2), leg (4)",,Animal
f292,amphiptere,"gold (175), emeralds (3)",0,0,3,4,45,"eye (11), head (11), body (11), wing (11)",14,14,17,14,10,10,3,10,e65 (1),"air (0.3), nature (0.2)",poisonResistance (15),"animal, coldBlooded, flying, undisciplined","body (1), misc (2)","eye (2), head (1), body (1), wing (2)",f293,"Animal, Cold-Blooded"
f293,sirrush,"gold (314), emeralds (3)",0,0,6,6,80,"eye (15), head (15), body (15), leg (15)",16,16,22,14,10,10,3,16,"e399 (1), e29 (1), e398 (1)",,"fear (5), poisonResistance (15)","magicBeing, swampSurvival","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",f294,"Animal, Cold-Blooded"
f294,green dragon,"gold (478), emeralds (3)",0,0,10,6,125,"eye (18), head (18), body (18), wing (18), leg (18)",18,18,25,15,12,12,2,10,"e322 (1), e29 (1)",nature (2),"fear (10), poisonResistance (15)","flying, swampSurvival","body (1), misc (2)","eye (2), head (1), body (1), leg (4), wing (2)",,Animal
f295,bog beast,"gold (45), emeralds (5)",0,0,1,4,32,"head (8), body (8), leg (8)",7,10,15,10,9,10,3,8,e323 (1),water (0.3),"poisonCloud (5), poisonResistance (25)","animal, coldBlooded, swampSurvival, undisciplined","body (1), misc (2)","eye (2), head (1), body (1), leg (4)","f296, f297","Animal, Cold-Blooded"
f296,catoblepas,"gold (200), emeralds (5)",0,0,4,6,75,"head (6), body (6), leg (6)",15,16,24,8,7,5,3,6,"e55 (1), e331 (1)",,"fear (5), poisonCloud (5), poisonResistance (25)","swampSurvival, trample","body (1), misc (2)","eye (2), head (1), body (1), leg (4)","f298, f299, f300, f301","Animal, Cold-Blooded"
f297,monster toad,"gold (98), emeralds (7)",0,0,2,5,57,"eye (6), head (6), body (6), leg (6)",12,14,17,7,6,5,3,7,e29 (1),,"poisonCloud (5), poisonSkin (20), poisonResistance (25)","animal, coldBlooded, swampSurvival, trample","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",f227,"Animal, Cold-Blooded"
f298,great black bull,"gold (681), emeralds (2)",0,0,14,6,183,"eye (12), head (12), body (12), leg (12)",18,18,30,13,12,8,2,20,"e55 (1), e331 (1)","nature (1), blood (1)",berserk (7),"recuperation, forestSurvival, trample","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",,"Animal, Cold-Blooded"
f299,great white bull,"gold (666), emeralds (2)",0,0,13,6,181,"eye (12), head (12), body (12), leg (12)",18,18,30,13,12,8,2,20,"e55 (1), e331 (1)","nature (1), earth (1)","berserk (5), supplyBonus (50)","recuperation, forestSurvival, trample","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",,"Animal, Cold-Blooded"
f300,shedu,gold (674),0,0,13,6,230,"eye (13), head (13), body (13), leg (13), wing (13)",18,18,30,8,12,8,2,14,e55 (1),"earth (1), astral (1)",,"flying, trample","body (1), misc (2)","eye (2), head (1), body (1), leg (4), wing (2)",,"Animal, Cold-Blooded"
f301,kamadhenu,"gold (590), pearls (2), emeralds (2)",0,0,12,6,190,"eye (11), head (11), body (11), leg (11), wing (11)",18,18,26,8,12,8,2,14,e55 (1),"astral (1), nature (1)","awe (1), supplyBonus (100)","female, recuperation, trample","body (1), misc (2)","eye (2), head (1), body (1), leg (4), wing (2)",,"Animal, Cold-Blooded"
f302,sacred crocodile,gold (168),0,0,3,5,73,"eye (14), head (14), body (14), leg (14)",5,15,21,11,7,5,3,7,e322 (1),,,"animal, coldBlooded, sacred, swampSurvival, undisciplined","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",f303,"Animal, Cold-Blooded"
f303,devourer of souls,"gold (640), emeralds (3)",0,0,13,6,161,"eye (15), head (15), body (15), leg (15)",18,18,28,15,10,10,3,8,e400 (1),"earth (1), death (1)","fear (15), poisonResistance (15)",swampSurvival,"body (1), misc (2)","eye (2), head (1), body (1), leg (4)",,"Animal, Cold-Blooded"
f304,drakon,"gold (545), emeralds (3)",0,0,11,6,135,"eye (18), head (18), body (18), leg (18)",18,18,26,15,15,12,2,10,"e322 (3), e29 (1)","earth (1), nature (1)","fear (10), poisonResistance (15)","coldBlooded, swampSurvival","body (1), misc (2)","eye (6), head (3), body (1), leg (4)",,"Animal, Cold-Blooded"
f305,ice dragon,"gold (487), sapphires (3)",0,0,10,6,125,"eye (18), head (18), body (18), leg (18), wing (18)",18,18,25,15,12,12,2,10,"e322 (1), e29 (1)",water (2),"fear (10), coldResistance (15)","flying, mountainSurvival","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",,Animal
f306,fire dragon,"gold (487), rubies (3)",0,0,10,6,125,"eye (18), head (18), body (18), leg (18), wing (18)",18,18,25,15,12,12,2,10,"e322 (1), e29 (1)",fire (2),"fear (10), fireResistance (15)","flying, mountainSurvival, wastelandSurvival","body (1), misc (2)","eye (2), head (1), body (1), leg (4)",,Animal
f307,hun balam,gold (508),0,0,10,6,144,"eye (13), head (13), body (13), leg (13)",18,18,28,14,13,8,2,28,"e322 (1), e29 (2)","fire (1), blood (1)","fear (10), stealthy (40)",forestSurvival,"body (1), misc (2)","eye (2), head (1), body (1), leg (4)",,Animal
f308,Demon jester,gold (97),0,0,2,2,16,"eye (5), head (5), body (5), arm (5), leg (5), wing (2)",14,14,12,11,12,10,2,8,e29 (2),,,"demon, "flying","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2), wing (2)",f157,Demon
f309,devata,"gold (399), pearls (6)",0,0,8,3,28,"eye (1), head (1), body (1), arm (1), leg (1)",18,18,17,14,14,11,1,14,e397 (1),"air (3), astral (2), holy (3)","ambidextrous (5), awe (5)","sacred, magicBeing","hands (4), head (1), body (1), feet (1), misc (1)","eye (2), head (1), body (1), arm (4), leg (2)",,Magic Being
f310,siddha,"gold (195), pearls (4)",0,0,4,3,20,"eye (0), head (0), body (0), arm (0), leg (0)",18,15,13,9,10,11,2,14,e397 (1),"air (2), astral (3), holy (3)","ambidextrous (4), awe (3)","sacred, teleporter, magicBeing","hands (4), head (1), body (1), feet (1), misc (1)","eye (2), head (1), body (1), arm (4), leg (2)",,Magic Being
f311,ryujin,"gold (232), diamonds (1), rubies (1), emeralds (3)",0,0,5,4,23,"eye (10), head (10), body (10), arm (10), leg (10)",18,15,14,12,12,12,2,12,"e65 (1), e29 (1)","water (3.02), fire (0.252), air (0.252), nature (0.252), earth (0.252)","darkvision (50), fireResistance (5), poisonResistance (15), shockResistance (5), Shapechange(312)","amphibian, flying, magicBeing, sacred","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,"Amphibian, Magic Being"
f312,ryujin (dragon form),"gold (232), diamonds (1), rubies (1), emeralds (3)",0,0,5,5,47,"eye (13), head (13), body (13), leg (13)",18,15,17,13,12,12,2,14,"e65 (1), e29 (1)","water (3.02), fire (0.252), air (0.252), nature (0.252), earth (0.252)","Shapechange(311), darkvision (50), fireResistance (5), poisonResistance (15), shockResistance (5)","amphibian, stormFlying, magicBeing, sacred","head (1), misc (1)","eye (2), head (1), body (1), leg (4)",,"Amphibian, Magic Being"
f313,mother of tuathas,"gold (383), diamonds (2)",0,0,8,6,85,"eye (3), head (3), body (3), arm (3), leg (3)",18,18,20,13,13,13,2,16,,"air (2), nature (1)","darkvision (50), stealthy (65)","female, glamour, forestSurvival","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,Tagless
f314,ujigami,"gold (205), pearls (2)",0,0,4,2,22,"eye (0), head (0), body (0), arm (0), leg (0)",16,15,14,14,14,13,2,12,,holy (2),"fortuneTeller (2), inspirational (1)","ethereal, needNotEat, sacred, magicBeing","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",f216,Magic Being
f315,shadow imp,gold (98),0,0,2,1,7,"eye (5), head (5), body (5), arm (5), leg (5)",13,9,8,11,14,10,1,7,,,"darkPower (2), stealthy (60)",demon,"hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,Demon
f316,fiery imp,"gold (115), rubies (4)",0,0,3,1,8,"eye (6), head (6), body (6), arm (6), leg (6)",13,9,8,12,12,11,1,7,,,"fireShield (6), fireResistance (15), coldResistance (-5)",demon,"hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",f145,Demon
f317,Airya caelian,"gold (8), sapphires (3)",23,3,0,3,9,"eye (0), head (0), body (0), arm (0), leg (0), wing (0)",12,10,9,10,9,11,4,9,,,coldResistance (15),flying,"hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2), wing (2)",,"Starting Form, Tagless"
f318,raptor caelian,gold (30),16,3,0,3,11,"eye (0), head (0), body (0), arm (0), leg (0), wing (0)",10,11,10,11,10,10,4,9,,,,flying,"hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2), wing (2)",,"Starting Form, Tagless"
f319,spire horn caelian,"gold (10), diamonds (1), sapphires (1)",26,3,0,3,10,"eye (0), head (0), body (0), arm (0), leg (0), wing (0)",11,10,10,10,9,11,4,9,,,"coldResistance (5), shockResistance (5)",flying,"hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2), wing (2)",,"Starting Form, Tagless"
f320,yazad,"gold (191), diamonds (2), pearls (3), sapphires (1)",0,0,4,3,16,"eye (0), head (0), body (0), arm (0), leg (0), wing (0)",14,14,12,13,13,12,1,14,,,"awe (2), coldResistance (5), shockResistance (10)","flying, stormFlying, sacred, magicBeing","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2), wing (2)",f322,Magic Being
f321,daeva,"gold (168), diamonds (1), rubies (1)",0,0,3,3,16,"eye (0), head (0), body (0), arm (0), leg (0), wing (0)",14,14,12,13,13,12,1,14,,,"chaosPower (1), demon, fear (5), fireResistance (5), shockResistance (5)","flying, sacred, magicBeing","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2), wing (2)",,Demon
f322,fravashi,"gold (205), diamonds (3), pearls (6), rubies (3)",0,0,4,3,28,"eye (0), head (0), body (0), arm (0), leg (0), wing (0)",16,16,12,9,13,13,1,4,,"air (1), astral (1)","awe (3), fireResistance (15), shockResistance (15)","flying, ethereal, sacred, magicBeing, needNotEat","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2), wing (2)",f323,Magic Being
f323,ancestral fravashi,"gold (289), diamonds (3), pearls (7), rubies (3)",0,0,6,3,35,"eye (0), head (0), body (0), arm (0), leg (0), wing (0)",18,18,13,13,13,13,1,4,,"air (3), astral (2), holy (2)","awe (4), fireResistance (15), shockResistance (15)","flying, ethereal, sacred, magicBeing, needNotEat","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2), wing (2)",,Magic Being
f324,se'ir,gold (224),0,0,4,3,28,"eye (7), head (7), body (7), arm (7), leg (7)",15,18,16,13,12,9,2,16,"e29 (2), e331 (1)",,berserk (4),"demon, wastelandSurvival, needNotEat, sacred","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2)",,Demon
f325,shed,"gold (253), diamonds (3)",0,0,5,3,40,"eye (8), head (8), body (8), arm (8), leg (8), wing (8)",17,18,15,13,12,11,2,12,e231 (1),,shockResistance (15),"flying, wastelandSurvival, needNotEat","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2), wing (2)",,Demon
f326,arch devil,"gold (414), rubies (7)",0,0,8,3,52,"eye (12), head (12), body (12), arm (12), leg (12), wing (12)",18,18,17,15,14,13,1,14,"e29 (2), e68 (1)",fire (3),"heatAura (3), coldResistance (-5), fireResistance (25)","flying, wastelandSurvival","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2), wing (2)",,Demon
f327,harbinger,"gold (284), diamonds (1), pearls (6), rubies (1)",0,0,6,4,35,"eye (0), head (0), body (0), arm (0), leg (0), wing (0)",18,18,14,12,12,12,1,16,,"air (3), holy (2)","awe (5), invulnerability (20), fireResistance (5), shockResistance (5)","flying, sacred, magicBeing","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2), wing (2)",f328,Magic Being
f328,arch angel,"gold (392), diamonds (1), pearls (7), rubies (1)",0,0,8,4,49,"eye (0), head (0), body (0), arm (0), leg (0), wing (0)",18,18,14,14,14,15,1,16,,"fire (4), holy (3)","awe (6), invulnerability (25), fireResistance (5), shockResistance (5)","flying, sacred, magicBeing","hands (2), head (1), body (1), feet (1), misc (2)","eye (2), head (1), body (1), arm (2), leg (2), wing (2)",,Magic Being
